model,target,capacity,months,rows,selected,true_positives_selected,precision,precision_min,precision_max,recall,prevalence,lift
decile,responded_strict,0.1,6,12135,1217,206,0.1692043552370305,0.12376237623762376,0.20689655172413793,0.22600691788733684,0.07507063050854175,2.2534697380193283
decile,responded_strict,0.11,6,12135,1338,230,0.1718280612451016,0.12162162162162163,0.21076233183856502,0.25206827663287334,0.07507063050854175,2.2860652114618545
decile,responded_strict,0.12,6,12135,1459,248,0.16992902524408057,0.11570247933884298,0.21810699588477367,0.2715352886378801,0.07507063050854175,2.2586599268354957
decile,responded_strict,0.13,6,12135,1580,261,0.16514137616047572,0.11450381679389313,0.20912547528517111,0.28594818776828596,0.07507063050854175,2.196315736856711
decile,responded_strict,0.14,6,12135,1702,276,0.16209892704803072,0.1099290780141844,0.20141342756183744,0.302225911885283,0.07507063050854175,2.154839829756281
decile,responded_strict,0.15,6,12135,1823,296,0.16230652358680328,0.11589403973509933,0.19078947368421054,0.32436971956848254,0.07507063050854175,2.1590656429173682
decile,responded_strict,0.16,6,12135,1944,307,0.15786967056633525,0.12111801242236025,0.17901234567901234,0.3364732464328008,0.07507063050854175,2.1002613919117983
decile,responded_strict,0.17,6,12135,2066,330,0.15968517631826604,0.12536443148688048,0.17732558139534885,0.3618518772175383,0.07507063050854175,2.1254645545356907
decile,responded_strict,0.18,6,12135,2187,340,0.15542709312793226,0.12396694214876033,0.16893732970027248,0.37309494020808565,0.07507063050854175,2.070332828181817
decile,responded_strict,0.19,6,12135,2309,361,0.15632127662338827,0.13838120104438642,0.16623376623376623,0.39661521892311363,0.07507063050854175,2.0844495382750168
decile,responded_strict,0.2,6,12135,2430,376,0.15469713155489798,0.13399503722084366,0.16666666666666666,0.4132925482116289,0.07507063050854175,2.063961255238466
decile,responded_strict,0.21,6,12135,2551,392,0.1536353211068361,0.13002364066193853,0.16470588235294117,0.43074961903414044,0.07507063050854175,2.049071109029913
decile,responded_strict,0.22,6,12135,2672,405,0.15154517109221166,0.1309255079006772,0.1603563474387528,0.4447707806820757,0.07507063050854175,2.0199520314047636
decile,responded_strict,0.23,6,12135,2793,422,0.15106528847386227,0.13390928725701945,0.15991471215351813,0.4635377503635229,0.07507063050854175,2.0139254184529016
decile,responded_strict,0.24,6,12135,2916,432,0.14811982088738898,0.13250517598343686,0.15714285714285714,0.4745170390791862,0.07507063050854175,1.9747038634246168
decile,responded_strict,0.25,6,12135,3037,450,0.1481471349927048,0.13320079522862824,0.1600790513833992,0.4939939542721991,0.07507063050854175,1.9738459156497827
decile,responded_strict,0.26,6,12135,3158,467,0.14786565780030606,0.13358778625954199,0.1596958174904943,0.5126315220338015,0.07507063050854175,1.9698757320257674
decile,responded_strict,0.27,6,12135,3279,484,0.14759220795276248,0.1323529411764706,0.1575091575091575,0.5314344755542618,0.07507063050854175,1.9667759936413776
decile,responded_strict,0.28,6,12135,3400,498,0.1464551580023322,0.13120567375886524,0.15547703180212014,0.5468138633930918,0.07507063050854175,1.9516415810507608
decile,responded_strict,0.29,6,12135,3523,508,0.1441794253112417,0.1284246575342466,0.151618398637138,0.5578510743207016,0.07507063050854175,1.9215109191688862
decile,responded_strict,0.3,6,12135,3644,518,0.14213503525515972,0.12748344370860928,0.14991762767710048,0.5688237287450401,0.07507063050854175,1.8942636060122922
decile,responded_strict,0.31,6,12135,3764,527,0.1399956217232861,0.1282051282051282,0.1467304625199362,0.5788892553851587,0.07507063050854175,1.8663326729051226
decile,responded_strict,0.32,6,12135,3886,536,0.13791060720119988,0.12577639751552794,0.1439509954058193,0.5888036668763718,0.07507063050854175,1.8386672839437288
decile,responded_strict,0.33,6,12135,4007,544,0.13574287544038902,0.125,0.1426448736998514,0.5975540990784879,0.07507063050854175,1.809642973727829
decile,responded_strict,0.34,6,12135,4129,556,0.13464178073980448,0.12408759124087591,0.14534883720930233,0.6105398799832362,0.07507063050854175,1.7943553563341357
decile,responded_strict,0.35,6,12135,4250,567,0.13339469311812252,0.12198581560283688,0.1440677966101695,0.6225369453279453,0.07507063050854175,1.777522850101312
decile,responded_strict,0.36,6,12135,4371,580,0.13267423999404057,0.12,0.14285714285714285,0.6367747806553599,0.07507063050854175,1.7678770416099328
decile,responded_strict,0.37,6,12135,4494,592,0.1317091397979742,0.11946308724832215,0.14171122994652408,0.6497873238692807,0.07507063050854175,1.7545956488264454
decile,responded_strict,0.38,6,12135,4614,607,0.131534045009475,0.11633986928104575,0.140625,0.6662867558703808,0.07507063050854175,1.752360987743003
decile,responded_strict,0.39,6,12135,4735,617,0.13028648326067502,0.11847133757961784,0.13814955640050697,0.6774190284709958,0.07507063050854175,1.7361106978369254
decile,responded_strict,0.4,6,12135,4856,628,0.12930173587351482,0.11677018633540373,0.13703703703703704,0.689443144603559,0.07507063050854175,1.722896188680714
decile,responded_strict,0.41,6,12135,4978,637,0.1279392767627305,0.11636363636363636,0.13636363636363635,0.6993861287590305,0.07507063050854175,1.704886737127912
decile,responded_strict,0.42,6,12135,5100,651,0.12762756254267812,0.11465721040189125,0.13551401869158877,0.7146498968832199,0.07507063050854175,1.7004668537450887
decile,responded_strict,0.43,6,12135,5222,660,0.12636984531756465,0.11547344110854503,0.13340935005701254,0.7245214651002224,0.07507063050854175,1.683666718482547
decile,responded_strict,0.44,6,12135,5342,666,0.12465448054761345,0.11286681715575621,0.13154960981047936,0.7309835131016742,0.07507063050854175,1.6605311453190168
